11374.00,241.29,244.35
11375.00,241.29,244.35
11377.00,241.29,244.35
11378.00,241.29,244.35
11380.00,241.29,244.35
11382.00,241.29,244.35
11383.00,241.29,244.35
11385.00,241.29,244.35
11386.00,241.29,244.35
11388.00,241.29,244.35
11389.00,241.29,244.35
11392.00,241.29,244.35
11393.00,241.29,244.35
11395.00,241.29,244.35
11396.00,241.29,244.35
11398.00,241.29,244.35
11399.00,241.29,244.35
11401.00,241.29,244.35
11402.00,241.29,244.35
11404.00,241.29,244.35
11405.00,241.29,244.35
11407.00,241.29,244.35
11409.00,241.29,244.35
11410.00,241.29,244.35
11412.00,241.29,244.35
11413.00,241.29,244.35
11415.00,241.29,244.35
11416.00,241.29,244.35
11418.00,241.29,244.35
11419.00,241.29,244.35
11421.00,241.29,244.35
11423.00,241.29,244.35
11424.00,241.29,244.35
11426.00,241.29,244.35
11427.00,241.29,244.35
11429.00,241.29,244.35
11430.00,241.29,244.35
11432.00,241.29,244.35
11433.00,241.29,244.35
11436.00,241.29,244.35
11437.00,241.29,244.35
11439.00,241.29,244.35
11440.00,241.29,244.35
11442.00,241.29,244.35
11443.00,241.29,244.35
11445.00,241.29,244.35
11446.00,241.29,244.35
11448.00,241.29,244.35
11450.00,241.29,244.35
11451.00,241.29,244.35
11453.00,241.29,244.35
11454.00,241.29,244.35
11456.00,241.29,244.35
11457.00,241.29,244.35
11459.00,241.29,244.35
11460.00,241.29,244.35
11462.00,241.29,244.35
11463.00,241.29,244.35
11465.00,241.29,244.35
11466.00,241.29,244.35
11468.00,241.29,244.35
11470.00,241.29,247.40
11471.00,241.29,247.40
11473.00,241.29,247.40
11474.00,241.29,247.40
11476.00,241.29,247.40
11478.00,241.29,247.40
11480.00,241.29,247.40
11481.00,241.29,247.40
11483.00,241.29,247.40
11484.00,241.29,247.40
11486.00,241.29,247.40
11487.00,241.29,247.40
11489.00,241.29,247.40
11490.00,241.29,247.40
11492.00,241.29,247.40
11493.00,241.29,247.40
11495.00,241.29,247.40
11496.00,241.29,247.40
